,Label,X,Y,x,y
2004,regular,0.21875,0.659375,0.378125,0.7609375
2005,regular,0.21875,0.65,0.371875,0.8125
2006,regular,0.21875,0.85625,0.36875,0.9703125
2007,regular,0.2203125,0.015625,0.528125,0.34375
2008,regular,0.2203125,0.0515625,0.3453125,0.15
2009,regular,0.2203125,0.1046875,0.7421875,0.5640625
2010,regular,0.2203125,0.1078125,0.3375,0.246875
2011,regular,0.2203125,0.125,0.7359375,0.48125
2012,regular,0.2203125,0.1328125,0.7078125,0.6421875
2013,regular,0.2203125,0.1828125,0.5859375,0.7015625
2014,regular,0.2203125,0.2859375,0.390625,0.4625
2015,regular,0.2203125,0.309375,0.7203125,0.80625
2016,regular,0.2203125,0.31875,0.7453125,0.728125
2017,regular,0.2203125,0.4484375,0.6921875,0.6859375
2018,regular,0.2203125,0.45,0.7453125,0.85625
2019,regular,0.2203125,0.4796875,0.7171875,0.9796875
2020,regular,0.2203125,0.55,0.3875,0.6859375
2021,regular,0.2203125,0.5953125,0.3703125,0.7578125
2022,regular,0.2203125,0.646875,0.3625,0.796875
2023,regular,0.2203125,0.6703125,0.4203125,0.925
2024,regular,0.221875,0.015625,0.509375,0.509375
2025,regular,0.221875,0.053125,0.74375,0.5125
2026,regular,0.221875,0.06875,0.4390625,0.290625
2027,regular,0.221875,0.165625,0.725,0.6625
2028,regular,0.221875,0.2375,0.4640625,0.465625
2029,regular,0.221875,0.2390625,0.684375,0.7609375
2030,regular,0.221875,0.275,0.71875,0.775
2031,regular,0.221875,0.2796875,0.553125,0.7890625
2032,regular,0.221875,0.28125,0.6375,0.80625
2033,regular,0.221875,0.29375,0.7125,0.8
2034,regular,0.221875,0.3046875,0.740625,0.7671875
2035,regular,0.221875,0.3171875,0.74375,0.7015625
2036,regular,0.221875,0.334375,0.7375,0.690625
2037,regular,0.221875,0.375,0.665625,0.9
2038,regular,0.221875,0.4859375,0.559375,0.9984375
2039,regular,0.221875,0.5125,0.746875,0.934375
2040,regular,0.221875,0.5671875,0.746875,0.9984375
2041,regular,0.2234375,0.0609375,0.7046875,0.3203125
2042,regular,0.2234375,0.1140625,0.7296875,0.6046875
2043,regular,0.2234375,0.115625,0.3609375,0.2140625
2044,regular,0.2234375,0.125,0.6609375,0.453125
2045,regular,0.2234375,0.1390625,0.7265625,0.4515625
2046,regular,0.2234375,0.146875,0.5796875,0.6625
2047,regular,0.2234375,0.146875,0.7484375,0.55
2048,regular,0.2234375,0.1921875,0.7078125,0.7015625
2049,regular,0.2234375,0.2234375,0.384375,0.4234375
2050,regular,0.2234375,0.2296875,0.36875,0.3921875
2051,regular,0.2234375,0.284375,0.6359375,0.809375
2052,regular,0.2234375,0.309375,0.7234375,0.615625
2053,regular,0.2234375,0.3578125,0.5609375,0.8015625
2054,regular,0.2234375,0.446875,0.3890625,0.6
2055,regular,0.2234375,0.4734375,0.7140625,0.9796875
2056,regular,0.2234375,0.534375,0.3453125,0.6609375
2057,regular,0.2234375,0.728125,0.371875,0.871875
2058,regular,0.2234375,0.7375,0.36875,0.896875
2059,regular,0.2234375,0.8,0.403125,0.978125
2060,regular,0.225,0.0203125,0.740625,0.4921875
2061,regular,0.225,0.046875,0.75,0.440625
2062,regular,0.225,0.0796875,0.728125,0.5734375
2063,regular,0.225,0.10625,0.746875,0.55625
2064,regular,0.225,0.178125,0.721875,0.678125
2065,regular,0.225,0.24375,0.58125,0.759375
2066,regular,0.225,0.2625,0.75,0.671875
2067,regular,0.225,0.275,0.509375,0.765625
2068,regular,0.225,0.275,0.740625,0.628125
2069,regular,0.225,0.3671875,0.746875,0.8203125
2070,regular,0.225,0.3859375,0.3765625,0.5296875
2071,regular,0.225,0.453125,0.7375,0.7875
2072,regular,0.225,0.465625,0.6375,0.990625
2073,regular,0.225,0.4734375,0.725,0.9703125
2074,regular,0.225,0.4859375,0.5,0.9734375
2075,regular,0.225,0.525,0.4890625,0.775
2076,regular,0.225,0.60625,0.728125,0.9125
2077,regular,0.2265625,0.0296875,0.7515625,0.4390625
2078,regular,0.2265625,0.0390625,0.36875,0.153125
2079,regular,0.2265625,0.078125,0.5359375,0.58125
2080,regular,0.2265625,0.090625,0.7453125,0.559375
2081,regular,0.2265625,0.1234375,0.5703125,0.6359375
2082,regular,0.2265625,0.178125,0.7515625,0.575
2083,regular,0.2265625,0.1921875,0.5921875,0.7109375
2084,regular,0.2265625,0.20625,0.6359375,0.73125
2085,regular,0.2265625,0.2546875,0.7328125,0.5796875
2086,regular,0.2265625,0.315625,0.6859375,0.8375
2087,regular,0.2265625,0.40625,0.3375,0.5359375
2088,regular,0.2265625,0.41875,0.7390625,0.903125
2089,regular,0.2265625,0.4765625,0.7515625,0.9140625
2090,regular,0.2265625,0.5953125,0.39375,0.71875
2091,regular,0.2265625,0.725,0.3828125,0.8859375
2092,regular,0.228125,0.015625,0.703125,0.2625
2093,regular,0.228125,0.1203125,0.753125,0.5546875
2094,regular,0.228125,0.1234375,0.546875,0.6296875
2095,regular,0.228125,0.1875,0.3796875,0.3421875
2096,regular,0.228125,0.275,0.3546875,0.43125
2097,regular,0.228125,0.2953125,0.675,0.8171875
2098,regular,0.228125,0.296875,0.35,0.4328125
2099,regular,0.228125,0.309375,0.45,0.534375
2100,regular,0.228125,0.3109375,0.58125,0.659375
2101,regular,0.228125,0.3109375,0.6625,0.8359375
2102,regular,0.228125,0.365625,0.6875,0.8875
2103,regular,0.228125,0.3703125,0.3734375,0.5125
2104,regular,0.228125,0.3875,0.734375,0.878125
2105,regular,0.228125,0.4140625,0.609375,0.9359375
2106,regular,0.228125,0.440625,0.35625,0.5875
2107,regular,0.228125,0.453125,0.625,0.909375
2108,regular,0.228125,0.465625,0.615625,0.9875
2109,regular,0.228125,0.465625,0.6875,0.9875
2110,regular,0.228125,0.63125,0.384375,0.7765625
2111,regular,0.228125,0.8,0.3921875,0.965625
2112,regular,0.2296875,0.0734375,0.3703125,0.1703125
2113,regular,0.2296875,0.096875,0.7015625,0.6125
2114,regular,0.2296875,0.1328125,0.5796875,0.6484375
2115,regular,0.2296875,0.1625,0.4703125,0.634375
2116,regular,0.2296875,0.1,0.515625,0.371875
2117,regular,0.2296875,0.203125,0.5203125,0.696875
2118,regular,0.2296875,0.2296875,0.3921875,0.39375
2119,regular,0.2296875,0.2359375,0.378125,0.3734375
2120,regular,0.2296875,0.2671875,0.7234375,0.7703125
2121,regular,0.2296875,0.29375,0.6859375,0.709375
2122,regular,0.2296875,0.2953125,0.6796875,0.7328125
2123,regular,0.2296875,0.403125,0.7359375,0.89375
2124,regular,0.2296875,0.4265625,0.6796875,0.8609375
2125,regular,0.2296875,0.4453125,0.7078125,0.9578125
2126,regular,0.2296875,0.4734375,0.7546875,0.8796875
2127,regular,0.2296875,0.5015625,0.7546875,0.9484375
2128,regular,0.2296875,0.51875,0.7453125,0.865625
2129,regular,0.2296875,0.6828125,0.3875,0.8359375
2130,regular,0.23125,0.003125,0.66875,0.528125
2131,regular,0.23125,0.246875,0.5625,0.515625
2132,regular,0.23125,0.2546875,0.675,0.7796875
2133,regular,0.23125,0.284375,0.73125,0.5875
2134,regular,0.23125,0.421875,0.709375,0.9375
2135,regular,0.23125,0.4296875,0.3671875,0.578125
2136,regular,0.23125,0.4375,0.746875,0.909375
2137,regular,0.23125,0.4515625,0.6875,0.9734375
2138,regular,0.23125,0.66875,0.35,0.8078125
2139,regular,0.2328125,0.09375,0.7453125,0.571875
2140,regular,0.2328125,0.1015625,0.7203125,0.6109375
2141,regular,0.2328125,0.1609375,0.5203125,0.6546875
2142,regular,0.2328125,0.1984375,0.6453125,0.7234375
2143,regular,0.2328125,0.284375,0.7265625,0.56875
2144,regular,0.2328125,0.3265625,0.3875,0.4734375
2145,regular,0.2328125,0.3,0.7578125,0.696875
2146,regular,0.2328125,0.4671875,0.7578125,0.8921875
2147,regular,0.2328125,0.503125,0.7515625,0.965625
2148,regular,0.2328125,0.5140625,0.7203125,0.7890625
2149,regular,0.2328125,0.5390625,0.7359375,0.8484375
2150,regular,0.2328125,0.540625,0.7578125,0.934375
2151,regular,0.2328125,0.5703125,0.6828125,0.9265625
2152,regular,0.2328125,0.7125,0.478125,0.9671875
2153,regular,0.2328125,0.7765625,0.375,0.9203125
2154,regular,0.2328125,0.8546875,0.35625,0.9765625
2155,regular,0.234375,0.0078125,0.684375,0.5296875
2156,regular,0.234375,0.0765625,0.715625,0.5890625
2157,regular,0.234375,0.09375,0.75,0.44375
2158,regular,0.234375,0.103125,0.759375,0.5375
2159,regular,0.234375,0.11875,0.734375,0.615625
2160,regular,0.234375,0.153125,0.553125,0.659375
2161,regular,0.234375,0.2296875,0.3359375,0.36875
2162,regular,0.234375,0.2609375,0.746875,0.7390625
2163,regular,0.234375,0.2984375,0.4015625,0.465625
2164,regular,0.234375,0.33125,0.715625,0.5875
2165,regular,0.234375,0.3828125,0.759375,0.8203125
2166,regular,0.234375,0.4421875,0.3953125,0.60625
2167,regular,0.234375,0.4875,0.596875,0.9375
2168,regular,0.234375,0.49375,0.74375,0.98125
2169,regular,0.234375,0.73125,0.4546875,0.884375
2170,regular,0.234375,0.8,0.375,0.9203125
2171,regular,0.2359375,0.0171875,0.6546875,0.5421875
2172,regular,0.2359375,0.1234375,0.7546875,0.5859375
2173,regular,0.2359375,0.3359375,0.7296875,0.8390625
2174,regular,0.2359375,0.3640625,0.375,0.528125
2175,regular,0.2359375,0.3875,0.6609375,0.9125
2176,regular,0.2359375,0.728125,0.7203125,0.990625
2177,regular,0.2359375,0.828125,0.3921875,0.9859375
2178,regular,0.2375,0.009375,0.7625,0.421875
2179,regular,0.2375,0.015625,0.6625,0.540625
2180,regular,0.2375,0.1265625,0.3734375,0.2703125
2181,regular,0.2375,0.2203125,0.634375,0.6765625
2182,regular,0.2375,0.2296875,0.746875,0.7171875
2183,regular,0.2375,0.334375,0.5875,0.85
2184,regular,0.2375,0.4265625,0.3703125,0.546875
2185,regular,0.2375,0.4359375,0.7625,0.8296875
2186,regular,0.2375,0.6453125,0.5375,0.975
2187,regular,0.2375,0.7046875,0.3875,0.89375
2188,regular,0.2390625,0.009375,0.45625,0.240625
2189,regular,0.2390625,0.165625,0.3921875,0.31875
2190,regular,0.2390625,0.184375,0.6421875,0.709375
2191,regular,0.2390625,0.21875,0.7515625,0.7
2192,regular,0.2390625,0.30625,0.7609375,0.69375
2193,regular,0.2390625,0.3140625,0.4859375,0.7890625
2194,regular,0.2390625,0.3921875,0.7328125,0.8953125
2195,regular,0.2390625,0.4359375,0.7640625,0.8359375
2196,regular,0.2390625,0.5328125,0.7265625,0.8015625
2197,regular,0.2390625,0.5484375,0.5453125,0.9796875
2198,regular,0.2390625,0.6296875,0.3890625,0.778125
2199,regular,0.2390625,0.68125,0.3984375,0.790625
2200,regular,0.2390625,0.746875,0.36875,0.9078125
2201,regular,0.2390625,0.8171875,0.3875,0.9640625
2202,regular,0.240625,0.0515625,0.3640625,0.1796875
2203,regular,0.240625,0.09375,0.759375,0.5625
2204,regular,0.240625,0.1671875,0.375,0.275
2205,regular,0.240625,0.2453125,0.740625,0.7421875
2206,regular,0.240625,0.365625,0.4171875,0.509375
2207,regular,0.240625,0.384375,0.759375,0.74375
2208,regular,0.240625,0.3875,0.5625,0.89375
2209,regular,0.240625,0.421875,0.559375,0.928125
2210,regular,0.240625,0.4890625,0.5375,0.9859375
2211,regular,0.240625,0.603125,0.3796875,0.771875
2212,regular,0.240625,0.6296875,0.3984375,0.7890625
2213,regular,0.240625,0.7078125,0.71875,0.9578125
2214,regular,0.240625,0.815625,0.3859375,0.9625
2215,regular,0.2421875,0.0421875,0.7296875,0.5484375
2216,regular,0.2421875,0.071875,0.7015625,0.59375
2217,regular,0.2421875,0.090625,0.7546875,0.571875
2218,regular,0.2421875,0.09375,0.5859375,0.60625
2219,regular,0.2421875,0.1015625,0.6640625,0.6265625
2220,regular,0.2421875,0.115625,0.7296875,0.3875
2221,regular,0.2421875,0.2234375,0.3890625,0.3625
2222,regular,0.2421875,0.3375,0.7546875,0.81875
2223,regular,0.24375,0.0015625,0.753125,0.3265625
2224,regular,0.24375,0.021875,0.5625,0.528125
2225,regular,0.24375,0.1109375,0.7125,0.6296875
2226,regular,0.24375,0.125,0.728125,0.39375
2227,regular,0.24375,0.1671875,0.3515625,0.3125
2228,regular,0.24375,0.1765625,0.765625,0.6296875
2229,regular,0.24375,0.1859375,0.3796875,0.3578125
2230,regular,0.24375,0.246875,0.634375,0.609375
2231,regular,0.24375,0.35,0.7,0.871875
2232,regular,0.24375,0.3765625,0.76875,0.8078125
2233,regular,0.24375,0.4375,0.75625,0.91875
2234,regular,0.24375,0.45625,0.54375,0.8515625
2235,regular,0.24375,0.56875,0.425,0.7546875
2236,regular,0.24375,0.85,0.3890625,0.98125
2237,regular,0.2453125,0.1078125,0.584375,0.4390625
2238,regular,0.2453125,0.1109375,0.7703125,0.5015625
2239,regular,0.2453125,0.121875,0.40625,0.278125
2240,regular,0.2453125,0.1390625,0.7640625,0.5046875
2241,regular,0.2453125,0.159375,0.5984375,0.675
2242,regular,0.2453125,0.240625,0.6078125,0.575
2243,regular,0.2453125,0.340625,0.4921875,0.815625
2244,regular,0.2453125,0.371875,0.7671875,0.83125
2245,regular,0.2453125,0.384375,0.6578125,0.840625
2246,regular,0.2453125,0.5421875,0.6953125,0.9765625
2247,regular,0.2453125,0.5671875,0.34375,0.7
2248,regular,0.2453125,0.5796875,0.4,0.73125
2249,regular,0.2453125,0.8109375,0.3734375,0.9765625
2250,regular,0.246875,0.0390625,0.3828125,0.16875
2251,regular,0.246875,0.059375,0.409375,0.2421875
2252,regular,0.246875,0.1109375,0.659375,0.6359375
2253,regular,0.246875,0.121875,0.68125,0.646875
2254,regular,0.246875,0.1734375,0.68125,0.6984375
2255,regular,0.246875,0.2046875,0.540625,0.7015625
2256,regular,0.246875,0.2296875,0.76875,0.6078125
2257,regular,0.246875,0.26875,0.75,0.58125
2258,regular,0.246875,0.4109375,0.61875,0.9328125
2259,regular,0.246875,0.4453125,0.765625,0.8046875
2260,regular,0.246875,0.4640625,0.38125,0.5875
2261,regular,0.246875,0.475,0.7,0.996875
2262,regular,0.246875,0.5734375,0.4015625,0.7203125
2263,regular,0.246875,0.7140625,0.49375,0.9671875
2264,regular,0.246875,0.721875,0.4171875,0.903125
2265,regular,0.2484375,0.0359375,0.48125,0.3109375
2266,regular,0.2484375,0.0359375,0.7390625,0.3171875
2267,regular,0.2484375,0.15625,0.7390625,0.440625
2268,regular,0.2484375,0.284375,0.7484375,0.78125
2269,regular,0.2484375,0.325,0.7734375,0.753125
2270,regular,0.2484375,0.36875,0.7734375,0.8125
2271,regular,0.2484375,0.4203125,0.7015625,0.9421875
2272,regular,0.2484375,0.4265625,0.3875,0.590625
2273,regular,0.2484375,0.5484375,0.7734375,0.9953125
2274,regular,0.2484375,0.609375,0.359375,0.7375
2275,regular,0.2484375,0.6,0.4421875,0.78125
2276,regular,0.2484375,0.7375,0.4234375,0.91875
2277,regular,0.2515625,0.0234375,0.7703125,0.3859375
2278,regular,0.2515625,0.059375,0.7765625,0.490625
2279,regular,0.2515625,0.0703125,0.5671875,0.5734375
2280,regular,0.2515625,0.115625,0.41875,0.2953125
2281,regular,0.2515625,0.121875,0.7546875,0.615625
2282,regular,0.2515625,0.378125,0.6453125,0.903125
2283,regular,0.2515625,0.628125,0.396875,0.7796875
2284,regular,0.2515625,0.7,0.378125,0.8328125
2285,regular,0.253125,0.0125,0.7375,0.275
2286,regular,0.253125,0.1015625,0.628125,0.6234375
2287,regular,0.253125,0.115625,0.696875,0.640625
2288,regular,0.253125,0.1265625,0.690625,0.5734375
2289,regular,0.253125,0.134375,0.4984375,0.3953125
2290,regular,0.253125,0.2171875,0.778125,0.6171875
2291,regular,0.253125,0.24375,0.709375,0.659375
2292,regular,0.253125,0.328125,0.740625,0.8375
2293,regular,0.253125,0.346875,0.375,0.4578125
2294,regular,0.253125,0.38125,0.41875,0.5625
2295,regular,0.253125,0.425,0.715625,0.94375
2296,regular,0.253125,0.484375,0.3984375,0.6296875
2297,regular,0.253125,0.4921875,0.3671875,0.621875
2298,regular,0.253125,0.5578125,0.3921875,0.675
2299,regular,0.253125,0.653125,0.75,0.946875
2300,regular,0.2546875,0.14375,0.378125,0.240625
2301,regular,0.2546875,0.2546875,0.4109375,0.390625
2302,regular,0.2546875,0.296875,0.6984375,0.821875
2303,regular,0.2546875,0.3125,0.7703125,0.66875
2304,regular,0.2546875,0.3203125,0.7703125,0.7953125
2305,regular,0.2546875,0.359375,0.6796875,0.884375
2306,regular,0.2546875,0.43125,0.403125,0.60625
2307,regular,0.2546875,0.4515625,0.6609375,0.9765625
2308,regular,0.2546875,0.45625,0.7484375,0.74375
2309,regular,0.2546875,0.46875,0.7703125,0.821875
2310,regular,0.2546875,0.4875,0.7671875,0.965625
2311,regular,0.2546875,0.6515625,0.4875,0.8625
2312,regular,0.25625,0.021875,0.78125,0.446875
2313,regular,0.25625,0.0375,0.78125,0.45
2314,regular,0.25625,0.0390625,0.3609375,0.1765625
2315,regular,0.25625,0.10625,0.63125,0.559375
2316,regular,0.25625,0.1578125,0.56875,0.6609375
2317,regular,0.25625,0.278125,0.578125,0.784375
2318,regular,0.25625,0.296875,0.76875,0.775
2319,regular,0.25625,0.309375,0.68125,0.7625
2320,regular,0.25625,0.3234375,0.4015625,0.453125
2321,regular,0.25625,0.41875,0.771875,0.890625
2322,regular,0.25625,0.421875,0.628125,0.8078125
2323,regular,0.25625,0.50625,0.74375,0.78125
2324,regular,0.25625,0.775,0.4171875,0.9375
2325,regular,0.25625,0.821875,0.3921875,0.959375
2326,regular,0.25625,0.8390625,0.4453125,0.96875
2327,regular,0.2578125,0.0125,0.7546875,0.5125
2328,regular,0.2578125,0.0140625,0.6828125,0.5390625
2329,regular,0.2578125,0.0390625,0.6234375,0.5578125
2330,regular,0.2578125,0.0984375,0.7484375,0.6046875
2331,regular,0.2578125,0.1015625,0.5703125,0.4109375
2332,regular,0.2578125,0.1125,0.5140625,0.59375
2333,regular,0.2578125,0.1734375,0.4140625,0.3328125
2334,regular,0.2578125,0.2515625,0.7765625,0.7203125
2335,regular,0.2578125,0.278125,0.6328125,0.8
2336,regular,0.2578125,0.38125,0.7796875,0.7625
2337,regular,0.2578125,0.4375,0.5234375,0.690625
2338,regular,0.2578125,0.4640625,0.4984375,0.9359375
2339,regular,0.2578125,0.4671875,0.6953125,0.7921875
2340,regular,0.2578125,0.521875,0.634375,0.91875
2341,regular,0.2578125,0.540625,0.4140625,0.646875
2342,regular,0.2578125,0.5609375,0.3796875,0.7
2343,regular,0.2578125,0.659375,0.503125,0.90625
2344,regular,0.2578125,0.6875,0.434375,0.8453125
2345,regular,0.2578125,0.7953125,0.34375,0.921875
2346,regular,0.259375,0.06875,0.771875,0.4125
2347,regular,0.259375,0.2015625,0.778125,0.5609375
2348,regular,0.259375,0.2234375,0.5453125,0.48125
2349,regular,0.259375,0.2640625,0.784375,0.7078125
2350,regular,0.259375,0.3265625,0.66875,0.5921875
2351,regular,0.259375,0.3328125,0.4109375,0.4859375
2352,regular,0.259375,0.3328125,0.51875,0.8140625
2353,regular,0.259375,0.3390625,0.7625,0.6484375
2354,regular,0.259375,0.409375,0.4109375,0.565625
2355,regular,0.259375,0.453125,0.58125,0.78125
2356,regular,0.259375,0.475,0.59375,0.984375
2357,regular,0.259375,0.48125,0.4109375,0.6359375
2358,regular,0.259375,0.528125,0.396875,0.6421875
2359,regular,0.259375,0.5671875,0.375,0.70625
2360,regular,0.259375,0.68125,0.7375,0.9375
2361,regular,0.25,0.009375,0.7,0.3625
2362,regular,0.25,0.0734375,0.771875,0.5296875
2363,regular,0.25,0.0859375,0.521875,0.4984375
2364,regular,0.25,0.1171875,0.590625,0.6296875
2365,regular,0.25,0.125,0.4359375,0.2875
2366,regular,0.25,0.153125,0.640625,0.678125
2367,regular,0.25,0.184375,0.653125,0.5265625
2368,regular,0.25,0.253125,0.74375,0.540625
2369,regular,0.25,0.26875,0.75,0.575
2370,regular,0.25,0.2859375,0.771875,0.6671875
2371,regular,0.25,0.325,0.753125,0.640625
2372,regular,0.25,0.3515625,0.4171875,0.5171875
2373,regular,0.25,0.3890625,0.775,0.8109375
2374,regular,0.25,0.46875,0.4015625,0.625
2375,regular,0.2609375,0.0125,0.7859375,0.446875
2376,regular,0.2609375,0.025,0.6171875,0.540625
2377,regular,0.2609375,0.096875,0.6359375,0.61875
2378,regular,0.2609375,0.096875,0.6859375,0.621875
2379,regular,0.2609375,0.1625,0.7453125,0.671875
2380,regular,0.2609375,0.16875,0.7859375,0.615625
2381,regular,0.2609375,0.196875,0.40625,0.33125
2382,regular,0.2609375,0.3078125,0.5765625,0.8109375
2383,regular,0.2609375,0.3328125,0.4109375,0.4578125
2384,regular,0.2609375,0.4015625,0.5390625,0.8921875
2385,regular,0.2609375,0.43125,0.7828125,0.884375
2386,regular,0.2609375,0.4359375,0.7828125,0.8953125
2387,regular,0.2609375,0.4484375,0.7609375,0.9453125
2388,regular,0.2609375,0.4609375,0.7578125,0.9609375
2389,regular,0.2609375,0.4734375,0.6359375,0.9953125
2390,regular,0.2609375,0.53125,0.7671875,0.85
2391,regular,0.2609375,0.7609375,0.5734375,0.9421875
2392,regular,0.2625,0.025,0.7875,0.41875
2393,regular,0.2625,0.08125,0.784375,0.540625
2394,regular,0.2625,0.1640625,0.765625,0.6578125
2395,regular,0.2625,0.1890625,0.68125,0.7140625
2396,regular,0.2625,0.2078125,0.68125,0.7328125
2397,regular,0.2625,0.2671875,0.6375,0.7890625
2398,regular,0.2625,0.2703125,0.665625,0.7265625
2399,regular,0.2625,0.303125,0.4046875,0.4421875
2400,regular,0.2625,0.3359375,0.678125,0.8609375
2401,regular,0.2625,0.3546875,0.634375,0.8078125
2402,regular,0.2625,0.3703125,0.56875,0.8734375
2403,regular,0.2625,0.50625,0.78125,0.86875
2404,regular,0.2625,0.5546875,0.3859375,0.684375
2405,regular,0.2625,0.603125,0.759375,0.89375
2406,regular,0.2625,0.6328125,0.765625,0.9484375
2407,regular,0.2625,0.6484375,0.4109375,0.7875
2408,regular,0.2625,0.6796875,0.3984375,0.796875
2409,regular,0.2625,0.7265625,0.4109375,0.865625
2410,regular,0.2625,0.81875,0.3921875,0.971875
2411,regular,0.2625,0.8234375,0.3890625,0.96875
2412,regular,0.2640625,0.0546875,0.7640625,0.3578125
2413,regular,0.2640625,0.05625,0.6078125,0.5
2414,regular,0.2640625,0.0640625,0.7328125,0.5828125
2415,regular,0.2640625,0.109375,0.7890625,0.55
2416,regular,0.2640625,0.19375,0.4484375,0.365625
2417,regular,0.2640625,0.3484375,0.7203125,0.8703125
2418,regular,0.2640625,0.3546875,0.7765625,0.6921875
2419,regular,0.2640625,0.3,0.7828125,0.66875
2420,regular,0.2640625,0.409375,0.5625,0.659375
2421,regular,0.2640625,0.428125,0.5796875,0.93125
2422,regular,0.2640625,0.4640625,0.7734375,0.9484375
2423,regular,0.2640625,0.5171875,0.415625,0.6640625
2424,regular,0.2640625,0.621875,0.3734375,0.759375
2425,regular,0.2640625,0.7,0.6609375,0.940625
2426,regular,0.265625,0.021875,0.5265625,0.25625
2427,regular,0.265625,0.08125,0.71875,0.603125
2428,regular,0.265625,0.090625,0.6109375,0.340625
2429,regular,0.265625,0.1796875,0.7875,0.5671875
2430,regular,0.265625,0.1,0.628125,0.4390625
2431,regular,0.265625,0.3359375,0.784375,0.7046875
2432,regular,0.265625,0.3796875,0.778125,0.8578125
2433,regular,0.265625,0.4171875,0.76875,0.7328125
2434,regular,0.265625,0.490625,0.525,0.6671875
2435,regular,0.265625,0.8,0.378125,0.9328125
2436,regular,0.2671875,0.021875,0.7703125,0.515625
2437,regular,0.2671875,0.0515625,0.7078125,0.5765625
2438,regular,0.2671875,0.05,0.7921875,0.478125
2439,regular,0.2671875,0.0875,0.5046875,0.2953125
2440,regular,0.2671875,0.1359375,0.5640625,0.6328125
2441,regular,0.2671875,0.221875,0.7921875,0.615625
2442,regular,0.2671875,0.228125,0.7921875,0.659375
2443,regular,0.2671875,0.275,0.5703125,0.775
2444,regular,0.2671875,0.2,0.6109375,0.7125
2445,regular,0.2671875,0.3453125,0.58125,0.5828125
2446,regular,0.2671875,0.3734375,0.7921875,0.8078125
2447,regular,0.2671875,0.4390625,0.7796875,0.9203125
2448,regular,0.2671875,0.5765625,0.4640625,0.8015625
2449,regular,0.2671875,0.5,0.7671875,0.8
2450,regular,0.2671875,0.8125,0.359375,0.9328125
2451,regular,0.26875,0.0703125,0.75,0.5828125
2452,regular,0.26875,0.1765625,0.4265625,0.3375
2453,regular,0.26875,0.2453125,0.578125,0.7484375
2454,regular,0.26875,0.3046875,0.61875,0.8203125
2455,regular,0.26875,0.3234375,0.78125,0.8046875
2456,regular,0.26875,0.3375,0.4234375,0.4890625
2457,regular,0.26875,0.35,0.68125,0.875
2458,regular,0.26875,0.409375,0.4203125,0.490625
2459,regular,0.26875,0.4203125,0.790625,0.8765625
2460,regular,0.26875,0.45,0.6625,0.975
2461,regular,0.26875,0.503125,0.790625,0.8875
2462,regular,0.26875,0.584375,0.4328125,0.73125
2463,regular,0.26875,0.6640625,0.3921875,0.7734375
2464,regular,0.26875,0.678125,0.3703125,0.80625
2465,regular,0.2703125,0.015625,0.7953125,0.446875
2466,regular,0.2703125,0.040625,0.7953125,0.45625
2467,regular,0.2703125,0.1546875,0.6140625,0.5109375
2468,regular,0.2703125,0.2171875,0.6234375,0.7328125
2469,regular,0.2703125,0.2265625,0.38125,0.3578125
2470,regular,0.2703125,0.2375,0.6046875,0.75
2471,regular,0.2703125,0.3640625,0.6171875,0.7171875
2472,regular,0.2703125,0.396875,0.7453125,0.640625
2473,regular,0.2703125,0.4015625,0.4515625,0.6328125
2474,regular,0.2703125,0.4140625,0.7921875,0.8734375
2475,regular,0.2703125,0.4671875,0.6359375,0.8109375
2476,regular,0.2703125,0.59375,0.4109375,0.7265625
2477,regular,0.2703125,0.61875,0.6109375,0.9921875
2478,regular,0.2703125,0.875,0.4234375,0.990625
2479,regular,0.271875,0.0140625,0.6125,0.4578125
2480,regular,0.271875,0.159375,0.390625,0.2953125
2481,regular,0.271875,0.159375,0.79375,0.621875
2482,regular,0.271875,0.15,0.540625,0.6375
2483,regular,0.271875,0.1953125,0.68125,0.6515625
2484,regular,0.271875,0.20625,0.396875,0.2890625
2485,regular,0.271875,0.3015625,0.4265625,0.41875
2486,regular,0.271875,0.3140625,0.6375,0.7671875
2487,regular,0.271875,0.3171875,0.4359375,0.4375
2488,regular,0.271875,0.340625,0.7875,0.8125
2489,regular,0.271875,0.41875,0.66875,0.94375
2490,regular,0.271875,0.41875,0.78125,0.903125
2491,regular,0.271875,0.4640625,0.65625,0.9859375
2492,regular,0.271875,0.484375,0.775,0.796875
2493,regular,0.271875,0.5328125,0.3953125,0.6140625
2494,regular,0.271875,0.5625,0.4140625,0.7078125
2495,regular,0.271875,0.5796875,0.796875,0.9859375
2496,regular,0.2734375,0.0234375,0.7953125,0.4796875
2497,regular,0.2734375,0.053125,0.4375,0.2171875
2498,regular,0.2734375,0.115625,0.7796875,0.603125
2499,regular,0.2734375,0.128125,0.7828125,0.6125
2500,regular,0.2734375,0.2375,0.7234375,0.759375
2501,regular,0.2734375,0.2921875,0.7984375,0.7171875
2502,regular,0.2734375,0.4765625,0.7609375,0.9859375
2503,regular,0.2734375,0.4859375,0.7953125,0.9421875
2504,regular,0.2734375,0.6796875,0.5765625,0.9890625
2505,regular,0.275,0.0390625,0.8,0.4421875
2506,regular,0.275,0.0859375,0.79375,0.5515625
2507,regular,0.275,0.1640625,0.721875,0.6890625
2508,regular,0.275,0.3609375,0.79375,0.8234375
